gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B cell	CD4T cell	CD8T cell	MNPa(mono)	MNPb(mono)	MNPc(DC)	MNPd(Mac)	Mast cell	NK cell	NKT cell	Neutrophil	pDC
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F516B854	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0FA79E269	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC02B111AB0	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0CE851065	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC07375C073	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F74C069F	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC041DEF0FB	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0C907A888	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08B1D5269	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F8101D41	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC087556B01	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08E75294D	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0017F527E	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC00C0800EB	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0A3F146C2	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC008F4294F	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F94B2CF9	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC05565E8CE	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0517A327B	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC067EE23E1	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC09DFB2ACA	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC090311934	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC05D8C0EF5	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0725E3A76	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0C9CBDD21	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0147A8A42	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC02131C05A	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0F7E26271	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0A8902C85	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0A0532ADC	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CFF5E19D	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0DF641DAA	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC02017BE74	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC04085F9F9	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0A54B5323	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0ECFACED2	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CBC30AB7	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0092846B0	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC08AF9CA91	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC07E958BDE	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC08CC68F11	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CE433AB8	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC03BFF1D95	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC03ADD2063	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0082A7233	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0674C647E	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC03D71E025	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0014D5A6E	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0B066E03C	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0B4BD965C	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0247E9ADB	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0035F0B0F	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC06ACCFA52	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC069F9E62C	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0D2BDC009	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC05F111D21	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC041215790	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC05B2AA866	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F73E9099	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0BC63F8C0	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0672FBD31	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0545E2502	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0458F68A5	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC09FDA4F45	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F4BC2909	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC02AE206BE	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC05B6D413B	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC05992FDC8	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC069F95780	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0DAD29856	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC02F06FF62	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EC572716	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F8D27FBC	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EA3FC100	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC091173D82	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC07FB88720	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC035953E6B	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC053BBE2B1	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0DA5EFA18	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F778DC8E	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F590482E	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0BA41B0D3	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC090DB3159	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0FF018913	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC08BF895FC	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0D7F33CFB	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EACF2D60	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC004A436C5	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EAF80261	0	0.118	1.098	0.026	0	0.042	0	0	0.184	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01EA4FF6B	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC054484F7B	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC02392F4AF	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01FFC9392	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CA7B34A5	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC07222A428	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08D8A859F	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0814068D9	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0D870AE49	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08F797F90	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC035134F18	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC04B354AE3	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0FC645961	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC058845C44	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC09C0B5D08	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC039D075C6	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC04B0064C4	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC03DD752AB	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC052A417CB	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08A98E7D4	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01E9FAC20	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC061137A41	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01F1F24AA	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08226CD3B	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0ADD7BEF0	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0EB600CAC	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC083EDDA21	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CCF30377	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CE6F5084	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0AD6D8724	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0F300DE24	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E3784FFB	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0D9B795CC	0	0.004	0.062	0	0	0	0	0	0.034	0.046	0	0
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC04F2478E9	0	0.128	0.145	0.005	0	0.014	0.137	0	0.05	0.225	0	0.365
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC02BFEEC8A	0	0.128	0.145	0.005	0	0.014	0.137	0	0.05	0.225	0	0.365
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC0ED0520DD	0	0.128	0.145	0.005	0	0.014	0.137	0	0.05	0.225	0	0.365
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC09938698A	0	0.128	0.145	0.005	0	0.014	0.137	0	0.05	0.225	0	0.365
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC06364D669	0.214	1.152	0.876	0.436	0.877	0.537	0.066	0	1.7	1.894	0	0.365
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC07BE7830D	0.214	1.152	0.876	0.436	0.877	0.537	0.066	0	1.7	1.894	0	0.365
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0BC542ACC	0.214	1.152	0.876	0.436	0.877	0.537	0.066	0	1.7	1.894	0	0.365
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0E9C058EB	0.214	1.152	0.876	0.436	0.877	0.537	0.066	0	1.7	1.894	0	0.365
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0A9EB628A	0.214	1.152	0.876	0.436	0.877	0.537	0.066	0	1.7	1.894	0	0.365
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC070D5A96F	0.214	1.152	0.876	0.436	0.877	0.537	0.066	0	1.7	1.894	0	0.365
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC08B2AD7C6	0	0.224	0.057	0.297	0.047	0.201	0.221	0.036	0.459	0.243	0	0
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC0C8B4C056	0	0.224	0.057	0.297	0.047	0.201	0.221	0.036	0.459	0.243	0	0
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC0592EC3D0	0	0.224	0.057	0.297	0.047	0.201	0.221	0.036	0.459	0.243	0	0
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC058F72F90	0	0.224	0.057	0.297	0.047	0.201	0.221	0.036	0.459	0.243	0	0
ITGB1	P05556	True	ITB1_HUMAN	a6b1 complex	CPI-SC0EEF3A379	0.043	0.084	0.04	0.077	0.026	0.038	0	0	0.218	0.188	0	0
ITGB1	P05556	True	ITB1_HUMAN	a7b1 complex	CPI-SC0A2FE9693	0	0	0	0.06	0	0	0	0	0	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a8b1 complex	CPI-SC092C3E4DF	0.026	0.028	0	0	0	0.012	0	0	0	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a8b1 complex	CPI-SC01195CB48	0.026	0.028	0	0	0	0.012	0	0	0	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC01AB9BED7	0.006	0	0	0	0	0.024	0	0.036	0	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC056BF6CBB	0.006	0	0	0	0	0.024	0	0.036	0	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC062D34C2A	0.006	0	0	0	0	0.024	0	0.036	0	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	aVb1 complex	CPI-SC096929DB0	0	0.227	0.134	0.159	0.056	0.182	0.642	0	0.016	0	0	0
ITGB1	P05556	True	ITB1_HUMAN	aVb1 complex	CPI-SC067AD890A	0	0.227	0.134	0.159	0.056	0.182	0.642	0	0.016	0	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC07ECBFCA7	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC067433F6B	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0B6F1A278	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0D19BAF15	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F516B854	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0FA79E269	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC02B111AB0	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0CE851065	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC07375C073	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F74C069F	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC041DEF0FB	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0C907A888	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08B1D5269	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F8101D41	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC087556B01	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08E75294D	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0017F527E	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC00C0800EB	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0A3F146C2	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC008F4294F	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F94B2CF9	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC05565E8CE	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0517A327B	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC067EE23E1	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC09DFB2ACA	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC090311934	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC05D8C0EF5	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0725E3A76	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0C9CBDD21	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0147A8A42	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC02131C05A	0	0.071	0	0.004	0	0.015	0	0	0	0.031	0	0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0F7E26271	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0A8902C85	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0A0532ADC	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CFF5E19D	0	0.023	0	0	0	0.012	0	0	0	0.127	0	0
